trn,registry,date_registration,date_enrollement,retrospective_registration,recruitment_status,phase,study_type,countries,public_title,target_enrollment,web_address,euctr_country
NCT04852861,ClinicalTrials.gov,2021-04-14,2021-05-10,FALSE,Recruiting,Phase 4,Interventional,Belgium,COVID-19: Safety and Immunogenicity of a Reduced Dose of the BioNTech/Pfizer BNT162b2 Vaccine,150,https://clinicaltrials.gov/show/NCT04852861,NA
NCT04854408,ClinicalTrials.gov,2021-04-17,2021-03-18,TRUE,Not Recruiting,Not Applicable,Observational,Turkey,Evaluation of the Effect of Coronavac Vaccine (Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2 Vaccine) on Healthcare Workers' Menstrual Patterns,300,https://clinicaltrials.gov/show/NCT04854408,NA
NCT04858425,ClinicalTrials.gov,2021-04-21,2021-04-30,FALSE,Recruiting,Phase 2,Interventional,United States,Safety and Efficacy of Niclosamide in Patients With COVID-19 With Gastrointestinal Infection,148,https://clinicaltrials.gov/show/NCT04858425,NA
NCT04859023,ClinicalTrials.gov,2021-04-22,2021-02-22,TRUE,Not Recruiting,Not Applicable,Interventional,France,Comparison of Strategies Based on RT-PCR or Antigenic Test for the Screening of SARS-CoV-2 Infection (COVID-19).,10000,https://clinicaltrials.gov/show/NCT04859023,NA
NCT04860258,ClinicalTrials.gov,2021-04-22,2021-04-22,FALSE,Recruiting,Phase 3,Interventional,Belgium,"A Study to Evaluate Safety, Reactogenicity and Immunogenicity of the SARS-CoV-2 mRNA Vaccine CVnCoV in Adults With Co-morbidities for COVID-19",1200,https://clinicaltrials.gov/show/NCT04860258,NA
NCT04865107,ClinicalTrials.gov,2021-04-27,2021-04-27,FALSE,Recruiting,Phase 2,Interventional,Canada,Cellular Immuno-Therapy for COVID-19 ARDS Randomized Clinical Trial,54,https://clinicaltrials.gov/show/NCT04865107,NA
NCT04866069,ClinicalTrials.gov,2021-04-26,2021-04-25,TRUE,Recruiting,Phase 1,Interventional,Turkey,Study of a Severe Acute Respiratory Syndrome-Coronavirus-2 (SARS-CoV-2) Adjuvanted Inactivated Vaccine in Healthy Adults,50,https://clinicaltrials.gov/show/NCT04866069,NA
NCT04866589,ClinicalTrials.gov,2021-04-15,2021-05-03,FALSE,Not Recruiting,Not Applicable,Interventional,No Country Given,COVID-19: The Effectiveness of Free Face Mask Distribution,10,https://clinicaltrials.gov/show/NCT04866589,NA
NCT04869228,ClinicalTrials.gov,2021-04-29,2021-06-01,FALSE,Not Recruiting,Phase 3,Interventional,No Country Given,"A Phase 3 Randomized, Double-Blind Placebo Controlled, Multi-regional Trial to Evaluate the Efficacy and Safety of GT0918 for the Treatment of Mild to Moderate COVID-19 Male Patients",724,https://clinicaltrials.gov/show/NCT04869228,NA
NCT04869592,ClinicalTrials.gov,2021-04-24,2021-04-25,FALSE,Recruiting,Phase 1/Phase 2,Interventional,China,A Clinical Trial to Evaluate the Recombinant SARS-CoV-2 Vaccine (CHO Cell) for COVID-19,3580,https://clinicaltrials.gov/show/NCT04869592,NA
NCT04870164,ClinicalTrials.gov,2021-04-28,2020-11-18,TRUE,Recruiting,Phase 1,Interventional,United Kingdom,"Safety, Tolerability and PK of Ensovibep (MP0420 - a New Candidate With Potential for Treatment of COVID-19)",24,https://clinicaltrials.gov/show/NCT04870164,NA
NCT04871672,ClinicalTrials.gov,2021-04-24,2021-05-23,FALSE,Not Recruiting,Not Applicable,Interventional,No Country Given,Effects of Pilates Exercises on Core Stability After Recovery From COVID -19,30,https://clinicaltrials.gov/show/NCT04871672,NA
NCT04871828,ClinicalTrials.gov,2021-05-01,2021-02-28,TRUE,Recruiting,Phase 3,Interventional,Saudi Arabia,The Efficacy of Leukotriene Inhibitor in Adult Patients With Moderate SARS-COV-2 Symptoms (COVID19),66,https://clinicaltrials.gov/show/NCT04871828,NA
NCT04872725,ClinicalTrials.gov,2021-05-02,2020-03-01,TRUE,Not Recruiting,Not Applicable,Observational,Turkey,The Effect of Covid-19 Process,531,https://clinicaltrials.gov/show/NCT04872725,NA
NCT04872738,ClinicalTrials.gov,2021-05-02,2021-05-07,FALSE,Recruiting,Not Applicable,Observational,United States,Patient Experiences With the COVID-19 Vaccination After Breast Cancer Treatment,2000,https://clinicaltrials.gov/show/NCT04872738,NA
NCT04872751,ClinicalTrials.gov,2021-04-29,2021-04-27,TRUE,Recruiting,Not Applicable,Observational,Malaysia,Immune Response of Haemodialysis Patients Post Covid-19 Vaccination,425,https://clinicaltrials.gov/show/NCT04872751,NA
NCT04873141,ClinicalTrials.gov,2021-04-28,2020-04-28,TRUE,Not Recruiting,Not Applicable,Observational,Pakistan,Tocilizumab and Cytokine Release Syndrome (CRS) In Covid-19 Pneumonia,24,https://clinicaltrials.gov/show/NCT04873141,NA
NCT04873336,ClinicalTrials.gov,2021-05-04,2021-04-01,TRUE,Recruiting,Not Applicable,Observational,Turkey,Closed Loop Ventilation in Patients With COVID-19,20,https://clinicaltrials.gov/show/NCT04873336,NA
NCT04873349,ClinicalTrials.gov,2021-05-04,2021-05-10,FALSE,Not Recruiting,Phase 2,Interventional,No Country Given,Standardized Olive Leaf Capsules; as a Co-therapy in the Treatment of COVID-19 Patients,60,https://clinicaltrials.gov/show/NCT04873349,NA
NCT04873388,ClinicalTrials.gov,2021-05-03,2020-03-01,TRUE,Recruiting,Not Applicable,Observational,Italy,Early Predictors of Prognostic Course in Patients With COVID-19 in Critical or Semi-intensive Area.,150,https://clinicaltrials.gov/show/NCT04873388,NA
NCT04873401,ClinicalTrials.gov,2021-03-24,2021-05-20,FALSE,Not Recruiting,Not Applicable,Interventional,United States,Leveraging Social Networks to Increase COVID-19 Testing Uptake,500,https://clinicaltrials.gov/show/NCT04873401,NA
NCT04874740,ClinicalTrials.gov,2021-04-30,2021-04-30,FALSE,Recruiting,Not Applicable,Observational,Czech Republic,Seroprevalence of the Anti-SARS-CoV-2 Antibodies (Causing COVID-19) in Kidney Transplant Recipients in Severely Affected Region,300,https://clinicaltrials.gov/show/NCT04874740,NA
NCT04874792,ClinicalTrials.gov,2021-05-03,2020-07-01,TRUE,Not Recruiting,Not Applicable,Observational,Bangladesh,Clinical Characteristics of Deceased With COVID-19,282,https://clinicaltrials.gov/show/NCT04874792,NA
NCT04874805,ClinicalTrials.gov,2021-04-16,2021-06-01,FALSE,Not Recruiting,Not Applicable,Interventional,France,Oxygen Saturation: Analytical Comparison for COVID,40,https://clinicaltrials.gov/show/NCT04874805,NA
NCT04874818,ClinicalTrials.gov,2021-04-28,2021-05-01,FALSE,Not Recruiting,Not Applicable,Observational,No Country Given,CD8+ T-cell PET/CT Imaging in COVID-19 Patients,20,https://clinicaltrials.gov/show/NCT04874818,NA
NCT04875520,ClinicalTrials.gov,2021-04-29,2021-05-07,FALSE,Not Recruiting,Not Applicable,Interventional,United States,Assessing Testing Strategies for Safe Return to K-12 Schools in an Underserved Population,10000,https://clinicaltrials.gov/show/NCT04875520,NA
NCT04876417,ClinicalTrials.gov,2021-03-15,2021-02-01,TRUE,Recruiting,Not Applicable,Interventional,United States,tDCS for Post COVID-19 Fatigue,50,https://clinicaltrials.gov/show/NCT04876417,NA
NCT04876443,ClinicalTrials.gov,2021-05-05,2020-10-08,TRUE,Recruiting,Not Applicable,Observational,United Kingdom,Impact of COVID-19 Outbreak on the Alcohol Consumption in Patients With Alcohol-related Liver Disease (ICoLD),200,https://clinicaltrials.gov/show/NCT04876443,NA
NCT04876560,ClinicalTrials.gov,2021-04-27,2020-03-11,TRUE,Not Recruiting,Not Applicable,Interventional,Greece,Implementation of a CDSS in Oncology Patients During COVID-19,44,https://clinicaltrials.gov/show/NCT04876560,NA
NCT04876573,ClinicalTrials.gov,2021-05-03,2021-06-01,FALSE,Not Recruiting,Phase 2,Interventional,No Country Given,Pilot Study for Cyproheptadine in Hospitalized Patient for COVID-19,60,https://clinicaltrials.gov/show/NCT04876573,NA
NCT04876872,ClinicalTrials.gov,2021-05-03,2021-02-01,TRUE,Recruiting,Not Applicable,Observational,Turkey,Modified Pediatric Early Warning Score and Modified PRISA II During COVID-19 Pandemic,894,https://clinicaltrials.gov/show/NCT04876872,NA
NCT04876885,ClinicalTrials.gov,2021-05-03,2021-05-06,FALSE,Not Recruiting,Not Applicable,Interventional,No Country Given,The Future of Viral Communications: Video-Based Health Promotion Strategies for COVID-19 Vaccinations,100,https://clinicaltrials.gov/show/NCT04876885,NA
NCT04876898,ClinicalTrials.gov,2021-05-03,2020-07-01,TRUE,Not Recruiting,Not Applicable,Observational,Egypt,High Body Mass Index and Severity of Coronavirus,114,https://clinicaltrials.gov/show/NCT04876898,NA
NCT04877002,ClinicalTrials.gov,2021-05-03,2021-04-29,TRUE,Recruiting,Not Applicable,Interventional,Canada,Performance Study of SONA Saliva C-19 Rapid Test,500,https://clinicaltrials.gov/show/NCT04877002,NA
NCT04877509,ClinicalTrials.gov,2021-03-04,2020-03-01,TRUE,Not Recruiting,Not Applicable,Observational,France,Micronutrient Status Involved in Immunity in Elderly Patients With COVID-19,229,https://clinicaltrials.gov/show/NCT04877509,NA
NCT04877704,ClinicalTrials.gov,2021-05-05,2021-05-31,FALSE,Not Recruiting,Not Applicable,Interventional,United Kingdom,Symprove (Probiotic) as an add-on to COVID-19 Management,60,https://clinicaltrials.gov/show/NCT04877704,NA
NCT04877769,ClinicalTrials.gov,2021-05-04,2021-04-25,TRUE,Recruiting,Phase 1,Interventional,United Kingdom,Bronchopulmonary PK of AT-527 (R07496998),24,https://clinicaltrials.gov/show/NCT04877769,NA
NCT04877808,ClinicalTrials.gov,2021-05-03,2021-04-30,TRUE,Not Recruiting,Not Applicable,Observational,No Country Given,Bacterial Surinfections in COVID-19 ICU Patients,116,https://clinicaltrials.gov/show/NCT04877808,NA
NCT04878042,ClinicalTrials.gov,2021-05-04,2021-04-09,TRUE,Recruiting,Not Applicable,Interventional,Italy,COVID-19 Infection Control Using H2O2 Mouth Wash and Nasal Spray,200,https://clinicaltrials.gov/show/NCT04878042,NA
NCT04878068,ClinicalTrials.gov,2021-04-27,2021-05-15,FALSE,Not Recruiting,Not Applicable,Observational,No Country Given,Study to Evaluate the Performance of the Therma COVID-19 Rapid Antigen Test for Detection of SARS-CoV-2,300,https://clinicaltrials.gov/show/NCT04878068,NA
NCT04878328,ClinicalTrials.gov,2021-04-30,2021-07-01,FALSE,Not Recruiting,Not Applicable,Interventional,United States,Leveraging CHWs to Improve COVID-19 Testing and Mitigation Among CJIs Accessing a Corrections-focused CBO,250,https://clinicaltrials.gov/show/NCT04878328,NA
NCT04878900,ClinicalTrials.gov,2021-05-04,2021-01-01,TRUE,Not Recruiting,Not Applicable,Observational,Turkey,Effects of COVID-19 in Chronic Pain,100,https://clinicaltrials.gov/show/NCT04878900,NA
NCT04879251,ClinicalTrials.gov,2021-05-06,2021-04-26,TRUE,Recruiting,Not Applicable,Observational,Czech Republic,The Impact of the COVID-19 Pandemic on Cardiovascular Risk Factors in Patients With Diabetes,1000,https://clinicaltrials.gov/show/NCT04879251,NA
NCT04880122,ClinicalTrials.gov,2021-05-05,2020-08-01,TRUE,Not Recruiting,Not Applicable,Interventional,Belgium,Dried Blood Spots for SARS-CoV-2 Serology (COVID-19).,440,https://clinicaltrials.gov/show/NCT04880122,NA
NCT04880135,ClinicalTrials.gov,2021-05-06,2021-03-01,TRUE,Recruiting,Not Applicable,Interventional,Pakistan,Supervised Versus Home Based Exercises Neck and Low Back Pain Among Students Due to Quarantine During COVID-19,404,https://clinicaltrials.gov/show/NCT04880135,NA
NCT04880161,ClinicalTrials.gov,2021-05-06,2021-05-01,TRUE,Recruiting,Phase 1,Interventional,United States,A Study to Evaluate Ampion in Patients With Prolonged Respiratory Symptoms Due to COVID-19 (Long COVID),30,https://clinicaltrials.gov/show/NCT04880161,NA
NCT04880174,ClinicalTrials.gov,2021-04-16,2021-03-22,TRUE,Recruiting,Not Applicable,Interventional,Belgium,SARS-COV-2 Seroprevalence and Seroconversion Among Employees of the Universitair Ziekenhuis Brussel Following mRNA COVID-19 Vaccination,800,https://clinicaltrials.gov/show/NCT04880174,NA
NCT04880317,ClinicalTrials.gov,2021-05-02,2021-05-01,TRUE,Recruiting,Not Applicable,Interventional,Italy,Validation of Quantitative Myocardial Tissue Characterization Through Non-gated CT,188,https://clinicaltrials.gov/show/NCT04880317,NA
NCT04880668,ClinicalTrials.gov,2021-04-27,2021-07-01,FALSE,Not Recruiting,Not Applicable,Interventional,No Country Given,Impact of Aerosol Box Use on Healthcare Provider Contamination,132,https://clinicaltrials.gov/show/NCT04880668,NA
NCT04881266,ClinicalTrials.gov,2021-03-03,2021-05-07,FALSE,Recruiting,Not Applicable,Observational,Switzerland,"Long-Term Functional, Quality-of-Life, Neuropsychological and Cognitive Outcomes in COVID-19 Critical Illness Survivors",200,https://clinicaltrials.gov/show/NCT04881266,NA
NCT04881305,ClinicalTrials.gov,2021-05-06,2021-05-01,TRUE,Recruiting,Not Applicable,Observational,Israel,Characterizing Long-term Cognitive and Emotional Impairment in Post-COVID-19 Sequelae,70,https://clinicaltrials.gov/show/NCT04881305,NA
NCT04882865,ClinicalTrials.gov,2021-05-04,2021-05-15,FALSE,Not Recruiting,Not Applicable,Observational,No Country Given,Apparatus and Method for Moving Patients,95,https://clinicaltrials.gov/show/NCT04882865,NA
NCT04884321,ClinicalTrials.gov,2021-05-07,2021-02-27,TRUE,Not Recruiting,Not Applicable,Observational,Turkey,Complementary And Alternative Medicine During The COVID-19 Pandemic,3242,https://clinicaltrials.gov/show/NCT04884321,NA
NCT04884477,ClinicalTrials.gov,2021-05-05,2021-06-01,FALSE,Not Recruiting,Not Applicable,Observational,No Country Given,COVID-19 Infection in Patients Receiving Anti-CD20 Therapy,1200,https://clinicaltrials.gov/show/NCT04884477,NA
NCT04884490,ClinicalTrials.gov,2021-05-05,2021-05-15,FALSE,Not Recruiting,Phase 2/Phase 3,Interventional,Bangladesh,The Role of High Dose Co-trimoxazole in Severe Covid-19 Patients,94,https://clinicaltrials.gov/show/NCT04884490,NA
NCT04884776,ClinicalTrials.gov,2021-04-29,2021-05-10,FALSE,Not Recruiting,Not Applicable,Interventional,Hong Kong,Modulation of Gut Microbiota to Enhance Health and Immunity,484,https://clinicaltrials.gov/show/NCT04884776,NA
NCT04885192,ClinicalTrials.gov,2021-05-04,2021-03-11,TRUE,Recruiting,Not Applicable,Observational,Canada,Implementation and Evaluation of a Stepped-Care Mental Health Treatment Program for Patients With Chronic Pain,200,https://clinicaltrials.gov/show/NCT04885192,NA
NCT04885764,ClinicalTrials.gov,2021-05-08,2021-02-23,TRUE,Recruiting,Phase 2/Phase 3,Interventional,Egypt,Profiling Antibody Status and Vaccine Effectiveness in Post Vaccination With SARS CoV2 in Ain Shams University,4000,https://clinicaltrials.gov/show/NCT04885764,NA
ACTRN12620001104943,ANZCTR,2020-10-26,2020-12-11,FALSE,Not Recruiting,Phase 1,Interventional,Australia,A Single Dose Study to Determine the Safety and Tolerability of Intranasal REVTx-99 in Healthy Adult Volunteers,48,https://anzctr.org.au/ACTRN12620001104943.aspx,NA
ACTRN12621000565842,ANZCTR,2021-05-13,2021-05-18,FALSE,Not Recruiting,Not Applicable,Observational,Australia,Rapid Palliative Care In-Reach for COVID-19 (RaPIC),20,https://anzctr.org.au/ACTRN12621000565842.aspx,NA
ISRCTN18100261,ISRCTN,2021-05-04,2021-03-22,TRUE,Recruiting,Not Applicable,Interventional,United Kingdom,Daily contact testing schools and colleges trial,200000,http://isrctn.com/ISRCTN18100261,NA
ISRCTN18018895,ISRCTN,2021-05-04,2021-01-05,TRUE,Recruiting,Not Applicable,Observational,United Kingdom,Towards understanding COVID-19 prevalence and transmission in prisons,10,http://isrctn.com/ISRCTN18018895,NA
ISRCTN12721265,ISRCTN,2021-04-30,2021-10-05,FALSE,Recruiting,Not Applicable,Interventional,Indonesia,Efficacy of mouth-rinses in reducing SARS CoV-2 viral load in the saliva of COVID-19 positive patients in Indonesia,68,http://isrctn.com/ISRCTN12721265,NA
ISRCTN47104509,ISRCTN,2021-04-28,2020-06-08,TRUE,Recruiting,Not Applicable,Observational,United Kingdom,Can the outcome prioritisation tool be used to understand what is most important to patients with multiple long-term health conditions?,2000,http://isrctn.com/ISRCTN47104509,NA
ISRCTN22331899,ISRCTN,2021-04-07,2020-01-07,TRUE,Not Recruiting,Not Applicable,Interventional,United States,How effective is framing public service announcements using identity-based messaging in increasing the likelihood of compliance with COVID-19 guidelines?,300,http://isrctn.com/ISRCTN22331899,NA
ISRCTN14391248,ISRCTN,2021-03-30,2021-03-29,TRUE,Recruiting,Phase 4,Interventional,United Kingdom,Combining influenza and COVID-19 vaccination (ComFluCOV) study,756,http://isrctn.com/ISRCTN14391248,NA
ISRCTN27106947,ISRCTN,2020-12-07,2020-08-09,TRUE,Recruiting,Phase 1/Phase 2,Interventional,"South Africa, United Kingdom",A study to assess several different treatments that may be useful for patients with COVID-19,180,http://isrctn.com/ISRCTN27106947,NA
ISRCTN13953727,ISRCTN,2020-11-02,2020-01-10,TRUE,Recruiting,Not Applicable,Observational,United Kingdom,Assessing patientsâ€™ risk of COVID-19 severe infection: developing a risk prediction score,2870,http://isrctn.com/ISRCTN13953727,NA
ISRCTN82901740,ISRCTN,2020-10-13,2020-11-16,FALSE,Recruiting,Not Applicable,Observational,United Kingdom,COVID-19 testing and infection control in schools,6000,http://isrctn.com/ISRCTN82901740,NA
ISRCTN10197987,ISRCTN,2020-10-05,2020-08-09,TRUE,Not Recruiting,Not Applicable,Interventional,Qatar,The possible beneficial role of the regular use of potent mouthwash solutions in the treatment of COVID-19,100,http://isrctn.com/ISRCTN10197987,NA
ISRCTN16912075,ISRCTN,2020-04-06,2020-06-04,FALSE,Recruiting,Not Applicable,Interventional,United Kingdom,"RECOVERY Respiratory Support: Respiratory Strategies in patients with coronavirus COVID-19 â€“ CPAP, high-flow nasal oxygen, and standard care",4002,http://isrctn.com/ISRCTN16912075,NA
EUCTR2020-001243-15,EudraCT,2020-03-27,2020-03-26,TRUE,Not Recruiting,Phase 2,Interventional,Belgium,"Covid-19: A randomized, open-label, adaptive, proof-of- concept clinical trial of new antiviral drug candidates against SARS-CoV-2.",200,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001243-15,BE
EUCTR2020-001266-11,EudraCT,2020-04-16,2020-04-16,FALSE,Not Recruiting,Phase 2,Interventional,Spain,Clinical trial of administration of MSC to patients with respiratory distress type COVID-19,100,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001266-11,ES
EUCTR2020-001469-35,EudraCT,2020-04-08,2020-08-04,FALSE,Not Recruiting,Phase 4,Interventional,Poland,"A multicenter, open, randomized, non-commercial study to evaluate the efficacy and safety of chloroquine phosphate in the outpatient treatment of COVID-19 in combination with telemedicine care for patients with SARS-CoV-2 infection with the risk of developing complications to reduce the risk of COVID-19-related hospitalization and death.",400,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001469-35,PL
EUCTR2020-001546-19,EudraCT,2020-04-09,2020-04-21,FALSE,Not Recruiting,Phase 1/Phase 2,Interventional,Belgium,A First-in-Human Study in Adult Subjects Hospitalized with Covid-19 to Investigate a new product called ARGX-117,6,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001546-19,BE
EUCTR2020-001345-38,EudraCT,2020-03-31,2020-02-04,TRUE,Not Recruiting,Phase 2,Interventional,Greece,CHROLOQUINE PHOSPHATE AGAINST INFECTION BY THE NOVEL CORONAVIRUS,60,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001345-38,GR
EUCTR2020-001264-28,EudraCT,2020-04-27,2020-05-28,FALSE,Not Recruiting,Phase 2/Phase 3,Interventional,"Moldova, Republic of, Hungary, Russian Federation, Greece, Macedonia, the former Yugoslav Republic of, Ukraine, United States, Bosnia and Herzegovina, Germany, Bulgaria, Romania",A study to investigate whether the experimental medication IMU-838 is safe and effective when it is given to Covid-19 patients in addition to their normal treatment,200,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001264-28,DE
EUCTR2020-001236-10,EudraCT,2020-11-16,2020-11-12,TRUE,Authorised,Phase 2,Interventional,"Netherlands, Belgium",Countering Lung Damage in COVID-19 infection: the CounterCovid Study,386,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001236-10,BE
EUCTR2020-004356-16,EudraCT,2020-10-25,2020-11-25,FALSE,Authorised,Phase 3,Interventional,"Russian Federation, United Kingdom, Belgium, United States, Spain, France","Phase III, double-blinded study using AZD7442 or Placebo for the prevention of COVID-19 disease in adults who have not been exposed to COVID-19 infection",5000,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-004356-16,BE
EUCTR2020-002472-12,EudraCT,2020-05-14,2020-11-06,FALSE,Not Recruiting,Phase 4,Interventional,Netherlands,Lanadelumab for treatment of COVID-19 disease,80,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-002472-12,NL
EUCTR2021-000683-30,EudraCT,2021-02-23,2021-03-03,FALSE,Authorised,Phase 4,Interventional,Sweden,CoVacc - Immune response to vaccination against Covid-19,3000,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2021-000683-30,SE
EUCTR2020-005759-18,EudraCT,2021-03-11,2021-10-05,FALSE,Authorised,Phase 3,Interventional,"Russian Federation, Turkey, Japan, Poland, France, Romania, Denmark, Belgium, Germany, Switzerland, Argentina, Hungary, Ukraine, Italy, Mexico, Brazil, Peru, Colombia, United States, Serbia, Spain","A study to evaluate the Efficacy, Safety, and Antiviral Activity of RO7496998 (AT-527) in Patients with Mild or Moderate COVID-19",1386,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-005759-18,DE
EUCTR2021-001031-72,EudraCT,2021-03-04,2021-08-04,FALSE,Authorised,Phase 2,Interventional,Denmark,Metabolic MRI of patients with long-term symptoms after COVID19-infection,10,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2021-001031-72,DK
EUCTR2020-005576-35,EudraCT,2021-04-07,2021-06-05,FALSE,Authorised,Phase 3,Interventional,"Argentina, Hungary, Peru, United Kingdom, Colombia, Canada, United States, Mexico, Spain, Brazil, Poland",COVID-19 Vaccine in Adults 18 Years of Age or Older,30000,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-005576-35,HU
EUCTR2021-001512-28,EudraCT,2021-04-13,2021-11-05,FALSE,Authorised,Phase 4,Interventional,Germany,Immune response and correlates of protection of COVID-19 vaccines in medical staff and special risk populations,2250,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2021-001512-28,DE
EUCTR2021-002014-14,EudraCT,2021-04-16,2021-04-20,FALSE,Authorised,Phase 4,Interventional,Czech Republic,Monitoring of antibody response 28 days after the first dose of COVID19 vaccine in clinically stable subjects with functional kidney transplantation.,60,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2021-002014-14,CZ
EUCTR2020-001302-30,EudraCT,2020-04-09,2020-04-15,FALSE,Authorised,Phase 2,Interventional,Austria,"A multicenter, randomized, active controlled, open label, platform trial on the efficacy and safety of experimental therapeutics for patients with a lung disease caused by coronavirus infection

ACOVACT (Austrian CoronaVirus Adaptive Clinical Trial)",500,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001302-30,AT
EUCTR2020-005299-36,EudraCT,2021-03-29,2021-04-21,FALSE,Authorised,Phase 1/Phase 2,Interventional,"Portugal, Belgium, United States, Mexico, Spain, Italy, France, Romania","A Dose-Finding, Safety, and Efficacy Study of XVR011 Added to Standard of Care in Patients Hospitalised for COVID-19",279,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-005299-36,BE
EUCTR2020-003403-33,EudraCT,2020-12-16,2021-01-20,FALSE,Authorised,Phase 2,Interventional,"Hungary, Russian Federation, Georgia, Belgium, Poland",Study to assess the ability of E4 to improve the percentage of patients who recover by Day 28 compared to placebo in those with confirmed SARS-CoV-2 infection who are hospitalized with moderate COVID-19 (i.e. not on high flow oxygen or mechanical ventilation).,162,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-003403-33,BE
EUCTR2020-005315-44,EudraCT,2021-01-14,2021-08-04,FALSE,Authorised,Phase 3,Interventional,"Argentina, Hungary, Russian Federation, Peru, United Kingdom, Italy, United States, Spain, Mexico, Brazil, Japan, Poland, Germany, Czech Republic","Phase 3, Double-blind, Placebo-controlled Study of AZD7442 for Treatment of COVID-19 in Outpatient Adults",1700,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-005315-44,DE
ChiCTR2100046272,ChiCTR,2021-05-12,2021-06-15,FALSE,Not Recruiting,Phase 3,Prevention,Malaysia,A global phase III clinical trial of recombinant COVID-19 vaccine (Sf9 cells) in adults aged 18 years and older,40000,http://www.chictr.org.cn/showproj.aspx?proj=126252,NA
ChiCTR2100046227,ChiCTR,2021-05-11,2021-05-14,FALSE,Not Recruiting,Phase 4,Prevention,China,Evaluation of Immunogenicity and Safety of Combined Immunization of COVIV and PPV23 / IIV4,1404,http://www.chictr.org.cn/showproj.aspx?proj=126385,NA
ChiCTR2100046174,ChiCTR,2021-05-08,2021-05-12,FALSE,Not Recruiting,Phase 4,Prevention,China,Evaluation of Immunogenicity and Safety of Combined Immunization of COVIV and PPV23 / IIV4,1152,http://www.chictr.org.cn/showproj.aspx?proj=126277,NA
ChiCTR2100045993,ChiCTR,2021-05-01,2021-03-09,TRUE,Not Recruiting,Not Applicable,Interventional,China,To evaluate the exploratory clinical trial of homoharringtonine in the treatment of adult COVID-19 patients,40,http://www.chictr.org.cn/showproj.aspx?proj=126032,NA
ChiCTR2100045991,ChiCTR,2021-05-01,2021-04-30,TRUE,Not Recruiting,Phase 1,Interventional,China,Evaluation of safety and immunogenicity of COVID-19 vaccine in patients previously infected with SARS-Cov2,90,http://www.chictr.org.cn/showproj.aspx?proj=126041,NA
ChiCTR2100045984,ChiCTR,2021-05-01,2021-03-26,TRUE,Recruiting,Phase 1,Interventional,No Country Given,"Randomized, double-blind, placebo-controlled phase I clinical trial to evaluate the safety and immunogenicity of mRNACOVID-19 vaccine in healthy susceptible populations aged 18 years and older people",240,http://www.chictr.org.cn/showproj.aspx?proj=126046,NA
ChiCTR2100045964,ChiCTR,2021-04-30,2021-04-16,TRUE,Not Recruiting,Not Applicable,Observational,China,A medical records based study for one-year follow-up of sequelae in survivors of Covid-19 patients,2433,http://www.chictr.org.cn/showproj.aspx?proj=125970,NA
ChiCTR2100045849,ChiCTR,2021-04-25,2020-12-18,TRUE,Recruiting,Not Applicable,Observational,China,A study on the detoxification regularity and functional prognosis of novel coronavirus pneumonia (COVID-19) patients,200,http://www.chictr.org.cn/showproj.aspx?proj=125745,NA
ChiCTR2100045845,ChiCTR,2021-04-25,2021-04-25,FALSE,Not Recruiting,Not Applicable,Interventional,China,A study on 3D hologram with mixed reality techniques for better understanding the pulmonary lesions of COVID-19,60,http://www.chictr.org.cn/showproj.aspx?proj=125761,NA
ChiCTR2100045810,ChiCTR,2021-04-25,2020-05-01,TRUE,Recruiting,Not Applicable,Observational,China,Study on the dynamics of specific antibodies and the mechanism of related immunity in SARS-CoV-2 infected individuals (COVID-19),32,http://www.chictr.org.cn/showproj.aspx?proj=124457,NA
ChiCTR2100045631,ChiCTR,2021-04-20,2021-05-01,FALSE,Not Recruiting,Not Applicable,Observational,China,An observational study on the characteristics of immune response to novel coronavirus (COVID-19) inactivated vaccine inoculated in adult HIV infected persons,100,http://www.chictr.org.cn/showproj.aspx?proj=125427,NA
