id,trn,type,control_type,placebo_plus_soc,category,intervention,intervention_plus_soc
tri05672,NCT04472585,control,placebo,undefined_soc,NA,NA,NA
tri05442,NCT04449718,experimental,NA,NA,drug,Vitamin D (Any),undefined_soc
tri05442,NCT04449718,control,placebo,undefined_soc,NA,NA,NA
tri03276,NCT04304053,experimental,NA,NA,drug,Hydroxychloroquine,no
tri03276,NCT04304053,control,no_treatment,NA,NA,NA,NA
tri03397,NCT04389840,experimental,NA,NA,drug,Dociparstat sodium,no
tri03397,NCT04389840,control,placebo,no,NA,NA,NA
tri01358,NCT04368377,experimental,NA,NA,drug,Aspirin;Clopidogrel;Fondaparinux;Tirofiban,no
tri00171,ChiCTR2000029990,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),no
tri00171,ChiCTR2000029990,control,placebo,no,NA,NA,NA
tri00373,ChiCTR2000030810,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri00373,ChiCTR2000030810,control,defined_soc,NA,NA,NA,NA
tri02908,RPCEC00000307,experimental,NA,NA,biologics,Interferon Alpha (Any);Interferon Gamma (Any),undefined_soc
tri02908,RPCEC00000307,experimental,NA,NA,biologics,Interferon Alpha (Any),undefined_soc
tri04482,JPRN-UMIN000041421,experimental,NA,NA,device,Fitbit,no
tri00654,NCT04275414,experimental,NA,NA,biologics,Bevacizumab,undefined_soc
tri02465,NCT04357340,experimental,NA,NA,other,Physiotherapy,no
tri02465,NCT04357340,control,no_treatment,NA,NA,NA,NA
tri03213,NCT04383535,experimental,NA,NA,biologics,Convalescent Plasma,undefined_soc
tri03213,NCT04383535,control,placebo,undefined_soc,NA,NA,NA
tri01459,NCT04372680,experimental,NA,NA,procedure,Combined Thoracic Ultrasound,no
tri01459,NCT04372680,control,no_treatment,NA,NA,NA,NA
tri05496,NCT04454307,experimental,NA,NA,drug,Tramadol,undefined_soc
tri05496,NCT04454307,control,undefined_soc,NA,NA,NA,NA
tri05837,NCT04489446,experimental,NA,NA,drug,Sildenafil,no
tri05837,NCT04489446,control,placebo,no,NA,NA,NA
tri00039,ChiCTR2000029788,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00039,ChiCTR2000029788,control,undefined_soc,NA,NA,NA,NA
tri00182,ChiCTR2000029954,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00182,ChiCTR2000029954,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00182,ChiCTR2000029954,control,undefined_soc,NA,NA,NA,NA
tri00740,NCT04317092,experimental,NA,NA,biologics,Tocilizumab,no
tri03312,NCT04349241,experimental,NA,NA,drug,Favipiravir,no
tri03312,NCT04349241,control,defined_soc,NA,NA,NA,NA
tri00612,NCT04323332,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00612,NCT04323332,control,undefined_soc,NA,NA,NA,NA
tri02943,NCT04347382,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri02943,NCT04347382,control,undefined_soc,NA,NA,NA,NA
tri00931,NCT04341584,experimental,NA,NA,drug,Anakinra,no
tri00931,NCT04341584,control,undefined_soc,NA,NA,NA,NA
tri02099,NCT04342663,experimental,NA,NA,drug,Fluvoxamine,no
tri02099,NCT04342663,control,placebo,no,NA,NA,NA
tri03033,NCT04338074,experimental,NA,NA,drug,Tranexamic acid (TXA),undefined_soc
tri03033,NCT04338074,control,placebo,undefined_soc,NA,NA,NA
tri00902,NCT04320277,experimental,NA,NA,drug,Baricitinib;Lopinavir;Ritonavir,no
tri00902,NCT04320277,control,defined_soc,NA,NA,NA,NA
tri04650,CTRI/2020/06/025855,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri04650,CTRI/2020/06/025855,control,undefined_soc,NA,NA,NA,NA
tri00026,ChiCTR2000029822,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri00026,ChiCTR2000029822,control,placebo,no,NA,NA,NA
tri04021,IRCT20090304001739N3,experimental,NA,NA,other,Mucoadhesive paste,no
tri04021,IRCT20090304001739N3,control,no_treatment,NA,NA,NA,NA
tri00426,ChiCTR2000030701,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),no
tri00426,ChiCTR2000030701,control,undefined_soc,NA,NA,NA,NA
tri00596,ChiCTR2000030704,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri00596,ChiCTR2000030704,control,placebo,no,NA,NA,NA
tri00062,ChiCTR2000029656,experimental,NA,NA,drug,Methylprednisolone,undefined_soc
tri00062,ChiCTR2000029656,control,undefined_soc,NA,NA,NA,NA
tri03291,NCT04329611,experimental,NA,NA,drug,Hydroxychloroquine,no
tri03291,NCT04329611,control,placebo,no,NA,NA,NA
tri01224,NCT04364022,experimental,NA,NA,drug,Lopinavir;Ritonavir,no
tri01224,NCT04364022,control,no_treatment,NA,NA,NA,NA
tri00107,ChiCTR2000029381,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri00107,ChiCTR2000029381,control,undefined_soc,NA,NA,NA,NA
tri00193,NCT04275245,experimental,NA,NA,biologics,Meplazumab,defined_soc
tri05980,NCT04507867,experimental,NA,NA,nutritional_supplement,Probiotic (Unspecified);Vitamin B;nutritional support system,undefined_soc
tri05980,NCT04507867,control,undefined_soc,NA,NA,NA,NA
tri05947,NCT04501783,experimental,NA,NA,drug,Favipiravir,defined_soc
tri05947,NCT04501783,control,defined_soc,NA,NA,NA,NA
tri03602,NCT04444674,experimental,NA,NA,vaccine_covid,ChAdOx1 nCoV-19 (Vaxzevria),no
tri03602,NCT04444674,control,placebo,no,NA,NA,NA
tri02615,NCT04411667,experimental,NA,NA,biologics,Immunoglobulin,undefined_soc
tri02615,NCT04411667,control,undefined_soc,NA,NA,NA,NA
tri02037,NCT04371952,experimental,NA,NA,drug,Doxycycline,no
tri02037,NCT04371952,control,placebo,no,NA,NA,NA
tri06910,NCT04643561,experimental,NA,NA,nutritional_supplement,Travelan,no
tri03277,NCT04308668,experimental,NA,NA,drug,Hydroxychloroquine,no
tri03277,NCT04308668,control,placebo,NA,NA,NA,NA
tri00160,ChiCTR2000030006,experimental,NA,NA,drug,Ozone-based Therapy,no
tri00160,ChiCTR2000030006,control,undefined_soc,NA,NA,NA,NA
tri01068,ISRCTN16912075,experimental,NA,NA,device,CPAP,no
tri01068,ISRCTN16912075,experimental,NA,NA,device,High flow nasal cannula,no
tri01068,ISRCTN16912075,control,defined_soc,NA,NA,NA,NA
tri07408,NCT04713878,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),no
tri07395,NCT04709172,experimental,NA,NA,drug,Cefditoren,no
tri07414,ACTRN12621000034831,experimental,NA,NA,drug,Povidone-iodine,no
tri07452,CTRI/2020/12/029735,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri07452,CTRI/2020/12/029735,control,defined_soc,NA,NA,NA,NA
tri07455,CTRI/2020/12/029745,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri07455,CTRI/2020/12/029745,control,placebo,no,NA,NA,NA
tri07464,CTRI/2020/12/029814,experimental,NA,NA,drug,Nintedanib,no
tri07464,CTRI/2020/12/029814,experimental,NA,NA,drug,Pirfenidone,no
tri07630,NCT04723524,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri07630,NCT04723524,control,placebo,no,NA,NA,NA
tri07511,CTRI/2020/12/030165,experimental,NA,NA,nutritional_supplement,DailyTab Gold lmmuno Booster,undefined_soc
tri07511,CTRI/2020/12/030165,control,placebo,undefined_soc,NA,NA,NA
tri07511,CTRI/2020/12/030165,experimental,NA,NA,nutritional_supplement,DailyTab Gold lmmuno Booster,NA
tri07571,CTRI/2021/01/030729,experimental,NA,NA,procedure,Crocodile Breathing,no
tri07571,CTRI/2021/01/030729,control,defined_soc,NA,NA,NA,NA
tri07588,NCT04716647,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri07591,NCT04718285,experimental,NA,NA,drug,Montelukast,no
tri07591,NCT04718285,experimental,NA,NA,drug,Montelukast,defined_soc
tri07591,NCT04718285,control,defined_soc,NA,NA,NA,NA
tri07922,NCT04760821,experimental,NA,NA,drug,Trimetazidine,undefined_soc
tri07922,NCT04760821,control,undefined_soc,NA,NA,NA,NA
tri07987,NCT04773756,experimental,NA,NA,drug,Daclatasvir;Sofosbuvir,no
tri07768,NCT04750317,experimental,NA,NA,drug,Tofacitinib,undefined_soc
tri07768,NCT04750317,control,undefined_soc,NA,NA,NA,NA
tri07877,CTRI/2021/02/031256,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri07877,CTRI/2021/02/031256,control,undefined_soc,NA,NA,NA,NA
tri07657,NCT04730427,experimental,NA,NA,biologics,Immunoglobulin,no
tri07657,NCT04730427,control,placebo,no,NA,NA,NA
tri07595,NCT04719208,experimental,NA,NA,drug,Chlorhexidine (CHX),no
tri07595,NCT04719208,experimental,NA,NA,drug,Hydrogen peroxide,no
tri07595,NCT04719208,experimental,NA,NA,drug,Povidone-iodine,no
tri07595,NCT04719208,experimental,NA,NA,drug,Alcohol mouthwash,no
tri07595,NCT04719208,control,placebo,no,NA,NA,NA
tri08465,NCT04748783,experimental,NA,NA,drug,Chlorhexidine (CHX);Hydrogen peroxide,no
tri07601,NCT04721457,experimental,NA,NA,drug,Povidone-iodine,no
tri07601,NCT04721457,experimental,NA,NA,drug,Hydrogen peroxide,no
tri07601,NCT04721457,experimental,NA,NA,drug,Cetylpyridinium chloride (CPC),no
tri07601,NCT04721457,experimental,NA,NA,drug,Sodium Hypochlorite,no
tri07601,NCT04721457,control,placebo,no,NA,NA,NA
tri07614,ChiCTR2000040146,experimental,NA,NA,vaccine_covid,INO-4800,no
tri07614,ChiCTR2000040146,experimental,NA,NA,vaccine_covid,INO-4800,no
tri07614,ChiCTR2000040146,control,placebo,no,NA,NA,NA
tri07629,NCT04721535,experimental,NA,NA,drug,Camostat Mesilate,no
tri07629,NCT04721535,control,placebo,no,NA,NA,NA
tri07637,NCT04725110,experimental,NA,NA,drug,Liothyronine,no
tri07637,NCT04725110,control,placebo,no,NA,NA,NA
tri07686,NCT04733651,experimental,NA,NA,drug,Isoquercetin,undefined_soc
tri07686,NCT04733651,control,undefined_soc,NA,NA,NA,NA
tri07712,NCT04742738,experimental,NA,NA,vaccine_covid,GBP510 (SKYCovione),NA
tri07712,NCT04742738,experimental,NA,NA,vaccine_covid,GBP510 (SKYCovione),no
tri07712,NCT04742738,control,placebo,no,NA,NA,NA
tri07748,NCT04745442,experimental,NA,NA,drug,Antithrombin,undefined_soc
tri07748,NCT04745442,control,undefined_soc,NA,NA,NA,NA
tri07769,NCT04750343,experimental,NA,NA,vaccine_covid,GBP510 (SKYCovione),no
tri07769,NCT04750343,experimental,NA,NA,vaccine_covid,AS03;GBP510 (SKYCovione),no
tri07769,NCT04750343,control,placebo,no,NA,NA,NA
tri07782,NCT04754113,experimental,NA,NA,procedure,Prone Positioning,no
tri07798,IRCT20201122049463N1,experimental,NA,NA,procedure,Hyperthermia therapy,undefined_soc
tri07798,IRCT20201122049463N1,control,undefined_soc,NA,NA,NA,NA
tri07846,CTRI/2021/01/030829,experimental,NA,NA,device,High flow nasal cannula,no
tri07846,CTRI/2021/01/030829,control,defined_soc,NA,NA,NA,NA
tri07884,CTRI/2021/02/031375,experimental,NA,NA,device,CPAP,no
tri07884,CTRI/2021/02/031375,control,defined_soc,NA,NA,NA,NA
tri07960,NCT04757857,experimental,NA,NA,drug,Rivaroxaban,no
tri07960,NCT04757857,control,undefined_soc,NA,NA,NA,NA
tri07902,NCT04756609,experimental,NA,NA,procedure,COVID Testing,undefined_soc
tri07902,NCT04756609,control,undefined_soc,NA,NA,NA,NA
tri07910,NCT04757818,experimental,NA,NA,drug,Cetylpyridinium chloride (CPC),no
tri07910,NCT04757818,control,placebo,no,NA,NA,NA
tri07917,NCT04760561,experimental,NA,NA,procedure,Prone Positioning,no
tri07917,NCT04760561,control,undefined_soc,NA,NA,NA,NA
tri07919,NCT04760730,experimental,NA,NA,vaccine_covid,ChAdOx1 nCoV-19 (Vaxzevria);rAd26-S (adjuvant),no
tri07919,NCT04760730,experimental,NA,NA,vaccine_covid,ChAdOx1 nCoV-19 (Vaxzevria);rAd26-S (adjuvant),no
tri07949,NCT04701502,experimental,NA,NA,nutritional_supplement,Asbrip;Viusid,undefined_soc
tri07949,NCT04701502,control,undefined_soc,NA,NA,NA,NA
tri07953,NCT04723563,experimental,NA,NA,drug,Nebulized Heparin,no
tri07953,NCT04723563,control,placebo,no,NA,NA,NA
tri07978,NCT04770740,experimental,NA,NA,drug,Menaquinone-7,no
tri07978,NCT04770740,control,placebo,no,NA,NA,NA
tri08012,NCT04756466,experimental,NA,NA,nutritional_supplement,Lactobacillus,no
tri08012,NCT04756466,control,placebo,no,NA,NA,NA
tri08015,NCT04771559,experimental,NA,NA,vaccine_covid,CoronaVac (Sinovac),no
tri08099,NCT04792021,experimental,NA,NA,drug,N-acetyl cysteine,no
tri08099,NCT04792021,control,no_treatment,NA,NA,NA,NA
tri08103,NCT04793984,experimental,NA,NA,drug,Carragelose,no
tri08103,NCT04793984,control,placebo,no,NA,NA,NA
tri08107,NCT04794803,experimental,NA,NA,drug,Reparixin,no
tri08107,NCT04794803,control,undefined_soc,NA,NA,NA,NA
tri08355,NCT04818489,experimental,NA,NA,drug,Colchicine,undefined_soc
tri08355,NCT04818489,control,undefined_soc,NA,NA,NA,NA
tri08434,ChiCTR2100042069,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri08434,ChiCTR2100042069,control,undefined_soc,NA,NA,NA,NA
tri08435,ChiCTR2100042068,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri08435,ChiCTR2100042068,control,undefined_soc,NA,NA,NA,NA
tri08436,ChiCTR2100042066,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri08436,ChiCTR2100042066,control,no_treatment,NA,NA,NA,NA
tri08437,ChiCTR2100042004,experimental,NA,NA,drug,Suramin sodium,no
tri08457,NCT04716426,experimental,NA,NA,drug,Tetracycline hydrochloride,no
tri08457,NCT04716426,control,placebo,no,NA,NA,NA
tri08469,NCT04762771,experimental,NA,NA,drug,Colchicine,undefined_soc
tri08469,NCT04762771,control,undefined_soc,NA,NA,NA,NA
tri08535,NCT04678830,experimental,NA,NA,biologics,Leronlimab,no
tri08535,NCT04678830,control,placebo,no,NA,NA,NA
tri08537,NCT04711863,experimental,NA,NA,drug,Fluvoxamine,no
tri08537,NCT04711863,experimental,NA,NA,drug,Ursodiol,no
tri08544,NCT04800224,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri08544,NCT04800224,control,placebo,no,NA,NA,NA
tri08546,NCT04810728,experimental,NA,NA,traditional_medicine,Traditional Medicine,defined_soc
tri08546,NCT04810728,control,defined_soc,NA,NA,NA,NA
tri08800,NCT04860219,experimental,NA,NA,nutritional_supplement,Lactoferrin,no
tri08800,NCT04860219,experimental,NA,NA,nutritional_supplement,Lactoferrin,no
tri09448,NCT04890509,experimental,NA,NA,drug,Bemcentinib,undefined_soc
tri09448,NCT04890509,control,undefined_soc,NA,NA,NA,NA
tri08142,ChiCTR2000040632,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri08330,NCT04813471,experimental,NA,NA,drug,Atorvastatin;Folic Acid;L-Arginine;Nicorandil;Vitamin B,no
tri08330,NCT04813471,control,undefined_soc,NA,NA,NA,NA
tri08347,NCT04816682,experimental,NA,NA,drug,Silymarin,no
tri08347,NCT04816682,control,no_treatment,NA,NA,NA,NA
tri08351,NCT04817332,experimental,NA,NA,drug,Brensocatib,no
tri08351,NCT04817332,control,placebo,no,NA,NA,NA
tri08568,NCT04844710,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri08568,NCT04844710,control,undefined_soc,NA,NA,NA,NA
tri08571,NCT04845971,experimental,NA,NA,nutritional_supplement,Saisei Maf,no
tri08578,NCT04847375,experimental,NA,NA,drug,Exogenous Surfactant,undefined_soc
tri08578,NCT04847375,control,undefined_soc,NA,NA,NA,NA
tri08594,NCT04849637,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri08594,NCT04849637,control,undefined_soc,NA,NA,NA,NA
tri08632,IRCT20150815023620N9,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri08632,IRCT20150815023620N9,control,placebo,no,NA,NA,NA
tri08635,IRCT20200823048495N1,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri08641,IRCT20201212049681N1,experimental,NA,NA,drug,Povidone-iodine,no
tri08641,IRCT20201212049681N1,experimental,NA,NA,drug,Hydrogen peroxide,no
tri08641,IRCT20201212049681N1,control,placebo,no,NA,NA,NA
tri08733,CTRI/2021/03/032072,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri08780,NCT04853134,experimental,NA,NA,drug,Proxalutamide,undefined_soc
tri08780,NCT04853134,control,undefined_soc,NA,NA,NA,NA
tri08787,NCT04854941,experimental,NA,NA,other,Probiotic (Unspecified),defined_soc
tri08787,NCT04854941,control,defined_soc,NA,NA,NA,NA
tri08929,ISRCTN10839729,experimental,NA,NA,procedure,Photodynamic therapy,no
tri08929,ISRCTN10839729,control,undefined_soc,NA,NA,NA,NA
tri08954,NCT04715932,experimental,NA,NA,drug,Hesperidin,no
tri08954,NCT04715932,control,placebo,no,NA,NA,NA
tri09014,NCT04878042,experimental,NA,NA,drug,Hydrogen peroxide,no
tri09014,NCT04878042,control,placebo,no,NA,NA,NA
tri09127,NCT04771013,experimental,NA,NA,drug,Thymic peptides,undefined_soc
tri09132,NCT04801836,experimental,NA,NA,drug,Estetrol monohydrate,no
tri09132,NCT04801836,control,placebo,no,NA,NA,NA
tri09148,NCT04872686,experimental,NA,NA,drug,Povidone-iodine,no
tri09148,NCT04872686,experimental,NA,NA,drug,Povidone-iodine,no
tri09148,NCT04872686,experimental,NA,NA,drug,Povidone-iodine,no
tri09148,NCT04872686,control,placebo,no,NA,NA,NA
tri09336,IRCT20201127049504N1,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri09336,IRCT20201127049504N1,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri09336,IRCT20201127049504N1,control,undefined_soc,NA,NA,NA,NA
tri09384,NCT04699916,experimental,NA,NA,procedure,EEG-based sedation,no
tri09384,NCT04699916,control,undefined_soc,NA,NA,NA,NA
tri09397,NCT04753476,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri09397,NCT04753476,control,undefined_soc,NA,NA,NA,NA
tri09471,NCT04895267,experimental,NA,NA,device,Low-field thoracic magnetic stimulation (LF-ThMS),no
tri09471,NCT04895267,control,placebo,no,NA,NA,NA
tri09491,NCT04898088,experimental,NA,NA,biologics,Stem Cells (Mesenchymal),undefined_soc
tri09491,NCT04898088,control,undefined_soc,NA,NA,NA,NA
tri09492,NCT04898127,experimental,NA,NA,other,COVID Testing,no
tri09492,NCT04898127,control,no_treatment,NA,NA,NA,NA
tri09502,NCT04900129,experimental,NA,NA,drug,Diclofenac sodium;Menthol;Methyl salicylate;N-acetyl cysteine,no
tri09502,NCT04900129,control,placebo,undefined_soc,NA,NA,NA
tri09521,NCT04902976,experimental,NA,NA,drug,Cetylpyridinium chloride (CPC);zinc lactate,no
tri09521,NCT04902976,experimental,NA,NA,drug,Cetylpyridinium chloride (CPC),no
tri09521,NCT04902976,control,placebo,no,NA,NA,NA
tri09542,NCT04907877,experimental,NA,NA,nutritional_supplement,Probiotic (Unspecified),no
tri09542,NCT04907877,control,placebo,no,NA,NA,NA
tri09580,NCT04676867,experimental,NA,NA,drug,Dalcetrapib,no
tri09580,NCT04676867,experimental,NA,NA,drug,Dalcetrapib,no
tri09580,NCT04676867,experimental,NA,NA,drug,Dalcetrapib,no
tri09580,NCT04676867,control,placebo,no,NA,NA,NA
tri09589,NCT04730856,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),no
tri09589,NCT04730856,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),no
tri09589,NCT04730856,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),no
tri09610,NCT04851821,experimental,NA,NA,drug,Quercetin,no
tri09610,NCT04851821,control,placebo,no,NA,NA,NA
tri09726,NCT04724720,experimental,NA,NA,drug,Famotidine,undefined_soc
tri09726,NCT04724720,control,placebo,undefined_soc,NA,NA,NA
tri09792,NCT04920773,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri09792,NCT04920773,control,other_unknown,NA,NA,NA,NA
tri09801,NCT04922814,experimental,NA,NA,drug,Cisatracurium,no
tri09801,NCT04922814,control,undefined_soc,NA,NA,NA,NA
tri10119,NCT04667780,experimental,NA,NA,drug,Colchicine,undefined_soc
tri10119,NCT04667780,control,undefined_soc,NA,NA,NA,NA
tri10131,NCT04728802,experimental,NA,NA,drug,Proxalutamide,undefined_soc
tri10131,NCT04728802,control,placebo,undefined_soc,NA,NA,NA
tri10144,NCT04782700,experimental,NA,NA,drug,Prednisonee,no
tri10144,NCT04782700,control,other_unknown,NA,NA,NA,NA
tri10174,NCT04867226,experimental,NA,NA,drug,Colchicine,no
tri10174,NCT04867226,control,undefined_soc,NA,NA,NA,NA
tri10177,NCT04878055,experimental,NA,NA,drug,Reparixin,undefined_soc
tri10177,NCT04878055,control,placebo,undefined_soc,NA,NA,NA
tri10194,NCT04926428,experimental,NA,NA,procedure,Alteplase,no
tri10236,NCT04933864,experimental,NA,NA,multiple,Methylene Blue;Photodynamic therapy,defined_soc
tri10236,NCT04933864,control,defined_soc,NA,NA,NA,NA
tri07390,NCT04708158,experimental,NA,NA,biologics,Novaferon,no
tri07390,NCT04708158,control,placebo,no,NA,NA,NA
tri07387,NCT04707742,experimental,NA,NA,drug,Povidone-iodine,no
tri07387,NCT04707742,experimental,NA,NA,drug,Hydrogen peroxide,no
tri07387,NCT04707742,experimental,NA,NA,drug,Chlorhexidine (CHX),no
tri07387,NCT04707742,experimental,NA,NA,drug,Cetylpyridinium chloride (CPC),no
tri07387,NCT04707742,control,placebo,no,NA,NA,NA
tri07385,NCT04706416,experimental,NA,NA,drug,N-acetylglucosamine,no
tri07385,NCT04706416,control,no_treatment,NA,NA,NA,NA
tri07380,NCT04705753,experimental,NA,NA,traditional_medicine,Traditional Medicine,no
tri07346,NCT04696562,experimental,NA,NA,device,Triflo Deep Breathing,no
tri07346,NCT04696562,control,undefined_soc,NA,NA,NA,NA
tri07177,NCT04661930,experimental,NA,NA,drug,Fenofibrate,undefined_soc
tri07177,NCT04661930,control,placebo,undefined_soc,NA,NA,NA
tri07189,NCT04663737,experimental,NA,NA,drug,Silmitasertib,undefined_soc
tri07189,NCT04663737,control,undefined_soc,NA,NA,NA,NA
tri02882,PACTR202004801273802,control,placebo,undefined_soc,NA,NA,NA
tri09971,SLCTR/2021/002,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri09971,SLCTR/2021/002,control,placebo,undefined_soc,NA,NA,NA
tri09972,SLCTR/2021/001,experimental,NA,NA,traditional_medicine,Traditional Medicine,undefined_soc
tri09972,SLCTR/2021/001,control,placebo,undefined_soc,NA,NA,NA
tri09973,SLCTR/2020/026,experimental,NA,NA,other,Video chat,no
tri09973,SLCTR/2020/026,control,no_treatment,NA,NA,NA,NA
tri09999,LBCTR2021014651,experimental,NA,NA,drug,Atorvastatin;Folic Acid;L-Arginine;Nebivolol;Nicorandil,no
tri09999,LBCTR2021014651,control,placebo,no,NA,NA,NA
tri10004,PACTR202012892855610,experimental,NA,NA,drug,Artemisinin,undefined_soc
tri10004,PACTR202012892855610,control,undefined_soc,NA,NA,NA,NA
tri10007,PACTR202101875903773,experimental,NA,NA,drug,Glycyhrrizic acid;Povidone-iodine,undefined_soc
tri10007,PACTR202101875903773,control,placebo,undefined_soc,NA,NA,NA
tri10016,PACTR202103601407640,experimental,NA,NA,drug,Artemisinin;Cineol,no
tri10016,PACTR202103601407640,control,placebo,no,NA,NA,NA
tri10029,RPCEC00000357,experimental,NA,NA,procedure,Neutral Electrolyzed Water (SES);Mouthwash (Unspecified),no
tri10029,RPCEC00000357,control,no_treatment,NA,NA,NA,NA
tri10073,TCTR20210125002,experimental,NA,NA,drug,Povidone-iodine,no
tri10318,NL9430,experimental,NA,NA,drug,Heparin (LMWH or Unfractionated),no
tri10318,NL9430,control,placebo,no,NA,NA,NA
tri10318,NL9430,control,no_treatment,NA,NA,NA,NA
tri06252,NCT04540926,experimental,NA,NA,drug,Corticosteroids (Unspecified);Cyclosporine A Plus;Heparin (LMWH or Unfractionated),undefined_soc
tri06252,NCT04540926,experimental,NA,NA,drug,Corticosteroids (Unspecified),undefined_soc
tri05461,NCT04452435,experimental,NA,NA,drug,C21,undefined_soc
tri05461,NCT04452435,control,placebo,undefined_soc,NA,NA,NA
tri08114,NCT04797936,experimental,NA,NA,drug,BNO 1030 (Imupret),no
tri08114,NCT04797936,control,defined_soc,NA,NA,NA,NA
tri08800,NCT04860219,control,no_treatment,NA,NA,NA,NA
tri09407,NCT04790240,experimental,NA,NA,traditional_medicine,Traditional Medicine,defined_soc
tri09407,NCT04790240,experimental,NA,NA,traditional_medicine,Traditional Medicine,defined_soc
tri09407,NCT04790240,experimental,NA,NA,traditional_medicine,Traditional Medicine,defined_soc
tri07124,NCT04654481,experimental,NA,NA,device,High Frequency Chest Wall Oscillation (HFCWO) device,undefined_soc
tri07124,NCT04654481,control,undefined_soc,NA,NA,NA,NA
tri07294,IRCT20200621047859N2,experimental,NA,NA,biologics,NK cells,undefined_soc
tri07294,IRCT20200621047859N2,control,undefined_soc,NA,NA,NA,NA
tri07288,NCT04417335,experimental,NA,NA,vaccine_non_covid,BCG Vaccine,no
tri07288,NCT04417335,control,placebo,no,NA,NA,NA
tri06960,NCT04472728,experimental,NA,NA,drug,immediate-release 20-hydroxyecdysone (BIO101),no
tri06960,NCT04472728,control,placebo,no,NA,NA,NA
tri06972,NCT04497649,experimental,NA,NA,drug,Daclatasvir;Sofosbuvir,undefined_soc
tri06972,NCT04497649,control,undefined_soc,NA,NA,NA,NA
tri07046,NCT04604184,experimental,NA,NA,drug,BI 764198,no
tri07046,NCT04604184,control,placebo,no,NA,NA,NA
tri07080,NCT04647747,experimental,NA,NA,multiple,Physiotherapy; Pulse oximeter,no
tri06047,NCT04516759,experimental,NA,NA,drug,AZD1656,undefined_soc
tri06047,NCT04516759,control,placebo,undefined_soc,NA,NA,NA
tri06097,NCT04522830,experimental,NA,NA,drug,Thimerosal,no
tri06097,NCT04522830,control,placebo,no,NA,NA,NA
tri06110,NCT04524663,experimental,NA,NA,drug,Camostat Mesilate,undefined_soc
tri06110,NCT04524663,control,placebo,undefined_soc,NA,NA,NA
tri06146,NCT04528667,experimental,NA,NA,drug,Abivertinib Maleate,undefined_soc
tri06146,NCT04528667,control,placebo,undefined_soc,NA,NA,NA
tri06147,NCT04528771,experimental,NA,NA,procedure,S-nitrosylation (SNO) therapy,undefined_soc
tri06147,NCT04528771,control,placebo,undefined_soc,NA,NA,NA
tri06362,NCT04558021,experimental,NA,NA,drug,Niclosamide,undefined_soc
tri06362,NCT04558021,control,placebo,undefined_soc,NA,NA,NA
tri06401,NCT04563208,experimental,NA,NA,drug,Nitazoxanide;Ribavirin,no
tri06401,NCT04563208,control,placebo,no,NA,NA,NA
tri06458,NCT04570397,experimental,NA,NA,biologics,Ravulizumab,undefined_soc
tri06458,NCT04570397,control,undefined_soc,NA,NA,NA,NA
tri06476,NCT04573855,experimental,NA,NA,biologics,Immunoglobulin,no
tri06476,NCT04573855,control,no_treatment,NA,NA,NA,NA
tri06495,NCT04578158,experimental,NA,NA,nutritional_supplement,Quercetin,undefined_soc
