id,trn,registry,ids_old,resolved
tri08152,NCT04738045,ClinicalTrials.gov,tri08152,NA
tri08153,NCT04738695,ClinicalTrials.gov,tri08153,NA
tri08154,NCT04741282,ClinicalTrials.gov,tri08154,NA
tri08155,NCT04743609,ClinicalTrials.gov,tri08155,NA
tri08156,NCT04746339,ClinicalTrials.gov,tri08156,NA
tri08157,NCT04750265,ClinicalTrials.gov,tri08157,NA
tri08158,NCT04765384,ClinicalTrials.gov,tri08158,NA
tri08158,EUCTR2020-005330-14,EudraCT,tri08158,NA
tri08159,NCT04779047,ClinicalTrials.gov,tri08159,NA
tri08160,NCT04779346,ClinicalTrials.gov,tri08160,NA
tri08161,NCT04779541,ClinicalTrials.gov,tri08161,NA
tri08162,NCT04780061,ClinicalTrials.gov,tri08162,NA
tri08163,NCT04788459,ClinicalTrials.gov,tri08163,NA
tri08163,EUCTR2020-003734-20,EudraCT,tri08163; tri08261,NA
tri08164,NCT04789356,ClinicalTrials.gov,tri08164,NA
tri08165,NCT04790851,ClinicalTrials.gov,tri08165,NA
tri08166,NCT04795414,ClinicalTrials.gov,tri08166,NA
tri08167,NCT04797091,ClinicalTrials.gov,tri08167,NA
tri08168,NCT04797208,ClinicalTrials.gov,tri08168,NA
tri08169,NCT04797975,ClinicalTrials.gov,tri08169,NA
tri08170,NCT04798716,ClinicalTrials.gov,tri08170,NA
tri08171,NCT04799652,ClinicalTrials.gov,tri08171,NA
tri08172,NCT04799691,ClinicalTrials.gov,tri08172,NA
tri08173,NCT04799743,ClinicalTrials.gov,tri08173,NA
tri08174,NCT04799808,ClinicalTrials.gov,tri08174,NA
tri08175,NCT04799834,ClinicalTrials.gov,tri08175,NA
tri08176,NCT04799873,ClinicalTrials.gov,tri08176,NA
tri08177,NCT04799977,ClinicalTrials.gov,tri08177,NA
tri08178,NCT04800120,ClinicalTrials.gov,tri08178,NA
tri08179,NCT04800770,ClinicalTrials.gov,tri08179,NA
tri08180,NCT04801017,ClinicalTrials.gov,tri08180,NA
tri08181,NCT04801030,ClinicalTrials.gov,tri08181,NA
tri08182,NCT04801134,ClinicalTrials.gov,tri08182,NA
tri08183,NCT04801888,ClinicalTrials.gov,tri08183,NA
tri08184,NCT04801940,ClinicalTrials.gov,tri08184,NA
tri08184,ISRCTN15851697,ISRCTN,tri08184; tri08810,NA
tri08184,EUCTR2021-001187-25,EudraCT,tri08184,FALSE
tri08185,NCT04802044,ClinicalTrials.gov,tri08185,NA
tri08186,NCT04802083,ClinicalTrials.gov,tri08186,NA
tri08187,NCT04802278,ClinicalTrials.gov,tri08187,NA
tri08188,NCT04802382,ClinicalTrials.gov,tri08188,NA
tri08189,NCT04802408,ClinicalTrials.gov,tri08189,NA
tri08190,NCT04802642,ClinicalTrials.gov,tri08190,NA
tri08191,NCT04803227,ClinicalTrials.gov,tri08191,NA
tri08192,NCT04803370,ClinicalTrials.gov,tri08192,NA
tri08193,NCT04803812,ClinicalTrials.gov,tri08193,NA
tri08194,NCT04805086,ClinicalTrials.gov,tri08194,NA
tri08195,NCT04805203,ClinicalTrials.gov,tri08195,NA
tri08196,NCT04805645,ClinicalTrials.gov,tri08196,NA
tri08197,NCT04805684,ClinicalTrials.gov,tri08197,NA
tri08198,NCT04805840,ClinicalTrials.gov,tri08198,NA
tri08199,NCT04806061,ClinicalTrials.gov,tri08199,NA
tri08200,NCT04806074,ClinicalTrials.gov,tri08200,NA
tri08201,NCT04806529,ClinicalTrials.gov,tri08201,NA
tri08202,NCT04806880,ClinicalTrials.gov,tri08202,NA
tri08203,NCT04807075,ClinicalTrials.gov,tri08203,NA
tri08204,NCT04807699,ClinicalTrials.gov,tri08204,NA
tri08205,NCT04808284,ClinicalTrials.gov,tri08205,NA
tri08206,NCT04808882,ClinicalTrials.gov,tri08206,NA
tri08207,NCT04808895,ClinicalTrials.gov,tri08207,NA
tri08208,NCT04808986,ClinicalTrials.gov,tri08208,NA
tri08209,NCT04809272,ClinicalTrials.gov,tri08209,NA
tri08210,NCT04809480,ClinicalTrials.gov,tri08210,NA
tri08211,NCT04809948,ClinicalTrials.gov,tri08211,NA
tri08212,NCT04810689,ClinicalTrials.gov,tri08212,NA
tri08213,NCT04812327,ClinicalTrials.gov,tri08213,NA
tri08214,NCT04819919,ClinicalTrials.gov,tri08214,NA
tri08215,ACTRN12619001134112,ANZCTR,tri08215,NA
tri08216,ACTRN12620001355965,ANZCTR,tri08216,NA
tri08217,ACTRN12621000344897,ANZCTR,tri08217,NA
tri08218,ACTRN12621000309886,ANZCTR,tri08218,NA
tri08219,ISRCTN17401860,ISRCTN,tri08219,NA
tri08220,ISRCTN15499304,ISRCTN,tri08220,NA
tri08221,ISRCTN16806663,ISRCTN,tri08221,NA
tri08222,ISRCTN12821688,ISRCTN,tri08222,NA
tri08222,EUCTR2021-000569-33,EudraCT,tri08222,FALSE
tri08223,ISRCTN11265821,ISRCTN,tri08223,NA
tri08226,ChiCTR2100041956,ChiCTR,tri08226,NA
tri08227,ChiCTR2100041855,ChiCTR,tri08227,NA
tri08228,ChiCTR2000040729,ChiCTR,tri08228,NA
tri08229,EUCTR2020-005801-14,EudraCT,tri08229,NA
tri08230,EUCTR2021-000182-33,EudraCT,tri08230,NA
tri08231,EUCTR2021-000206-17,EudraCT,tri08231,NA
tri08232,EUCTR2021-000349-42,EudraCT,tri08232,NA
tri08233,EUCTR2020-005291-35,EudraCT,tri08233,NA
tri08235,EUCTR2021-000454-26,EudraCT,tri08235,NA
tri08276,EUCTR2020-005828-11,EudraCT,tri08236; tri08276,NA
tri08237,JPRN-jRCT2032200381,jRCT,tri08237,NA
tri08238,JPRN-jRCT2051200153,jRCT,tri08238,NA
tri08239,JPRN-UMIN000043367,UMIN-CTR,tri08239,NA
tri08240,JPRN-UMIN000043400,UMIN-CTR,tri08240,NA
tri08241,JPRN-UMIN000043403,UMIN-CTR,tri08241,NA
tri08242,JPRN-UMIN000043443,UMIN-CTR,tri08242,NA
tri08243,JPRN-UMIN000043459,UMIN-CTR,tri08243,NA
tri08244,JPRN-UMIN000043530,UMIN-CTR,tri08244,NA
tri08245,JPRN-UMIN000043537,UMIN-CTR,tri08245,NA
tri08246,JPRN-UMIN000043545,UMIN-CTR,tri08246,NA
tri08247,JPRN-UMIN000043558,UMIN-CTR,tri08247,NA
tri08248,JPRN-UMIN000043566,UMIN-CTR,tri08248,NA
tri08249,JPRN-UMIN000043622,UMIN-CTR,tri08249,NA
tri08250,EUCTR2020-002772-12,EudraCT,tri08250,NA
tri08251,EUCTR2020-001749-38,EudraCT,tri08251,NA
tri08252,EUCTR2020-002345-42,EudraCT,tri08252,NA
tri08253,EUCTR2020-003614-13,EudraCT,tri08253,NA
tri08254,EUCTR2020-004571-41,EudraCT,tri08254,NA
tri10177,EUCTR2020-005919-51,EudraCT,tri08255; tri10177,NA
tri08256,EUCTR2018-003377-97,EudraCT,tri08256,NA
tri08257,EUCTR2020-005447-23,EudraCT,tri08257,NA
tri08259,EUCTR2020-002190-10,EudraCT,tri08259,NA
tri08260,EUCTR2021-000515-24,EudraCT,tri08260,NA
tri08262,EUCTR2020-005410-18,EudraCT,tri08262,NA
tri08295,EUCTR2021-000868-30,EudraCT,tri08263; tri08295,NA
tri08264,EUCTR2021-000412-28,EudraCT,tri08264,NA
tri08265,EUCTR2021-000461-33,EudraCT,tri08265,NA
tri08266,EUCTR2020-001760-29,EudraCT,tri08266,NA
tri08267,EUCTR2020-006042-39,EudraCT,tri08267,NA
tri08268,EUCTR2020-004715-27,EudraCT,tri08268,NA
tri08269,EUCTR2021-000413-17,EudraCT,tri08269,NA
tri08271,NCT04370119,ClinicalTrials.gov,tri08271,NA
tri08272,NCT04668209,ClinicalTrials.gov,tri08272,NA
tri08273,NCT04668339,ClinicalTrials.gov,tri08273,NA
tri08274,NCT04678739,ClinicalTrials.gov,tri08274,NA
tri08275,NCT04679493,ClinicalTrials.gov,tri08275,NA
tri08276,NCT04680949,ClinicalTrials.gov,tri08276,NA
tri08277,NCT04689399,ClinicalTrials.gov,tri08277,NA
tri08278,NCT04690387,ClinicalTrials.gov,tri08278,NA
tri08279,NCT04695652,ClinicalTrials.gov,tri08279,NA
tri08280,NCT04700163,ClinicalTrials.gov,tri08280,NA
tri08281,NCT04701606,ClinicalTrials.gov,tri08281,NA
tri08282,NCT04704388,ClinicalTrials.gov,tri08282,NA
tri08283,NCT04706533,ClinicalTrials.gov,tri08283,NA
tri08284,NCT04708912,ClinicalTrials.gov,tri08284,NA
tri08285,NCT04709328,ClinicalTrials.gov,tri08285,NA
tri08286,NCT04710394,ClinicalTrials.gov,tri08286,NA
tri08287,NCT04712110,ClinicalTrials.gov,tri08287,NA
tri08287,JPRN-jRCT2071200084,jRCT,tri08287,NA
tri08288,NCT04720118,ClinicalTrials.gov,tri08288,NA
tri08289,NCT04723290,ClinicalTrials.gov,tri08289,NA
tri08290,NCT04727762,ClinicalTrials.gov,tri08290,NA
tri08291,NCT04729140,ClinicalTrials.gov,tri08291,NA
tri08292,NCT04732637,ClinicalTrials.gov,tri08292,NA
tri08293,NCT04733677,ClinicalTrials.gov,tri08293,NA
tri08294,NCT04737486,ClinicalTrials.gov,tri08294,NA
tri08295,NCT04741386,ClinicalTrials.gov,tri08295,NA
tri08296,NCT04748172,ClinicalTrials.gov,tri08296,NA
tri08297,NCT04753632,ClinicalTrials.gov,tri08297,NA
tri08298,NCT04756141,ClinicalTrials.gov,tri08298,NA
tri08299,NCT04757831,ClinicalTrials.gov,tri08299,NA
tri08300,NCT04760704,ClinicalTrials.gov,tri08300,NA
tri08301,NCT04764422,ClinicalTrials.gov,tri08301,NA
tri08302,NCT04765475,ClinicalTrials.gov,tri08302,NA
tri08303,NCT04766931,ClinicalTrials.gov,tri08303,NA
tri08304,NCT04767958,ClinicalTrials.gov,tri08304,NA
tri08305,NCT04772404,ClinicalTrials.gov,tri08305,NA
tri08306,NCT04784689,ClinicalTrials.gov,tri08306,NA
tri08307,NCT04789512,ClinicalTrials.gov,tri08307,NA
tri08308,NCT04793464,ClinicalTrials.gov,tri08308,NA
tri08309,NCT04794088,ClinicalTrials.gov,tri08309,NA
tri08310,NCT04798066,ClinicalTrials.gov,tri08310,NA
tri08311,NCT04798677,ClinicalTrials.gov,tri08311,NA
tri08312,NCT04800965,ClinicalTrials.gov,tri08312,NA
tri08313,NCT04801524,ClinicalTrials.gov,tri08313,NA
tri08314,NCT04802018,ClinicalTrials.gov,tri08314,NA
tri08315,NCT04805632,ClinicalTrials.gov,tri08315,NA
tri08316,NCT04806620,ClinicalTrials.gov,tri08316,NA
tri08317,NCT04806867,ClinicalTrials.gov,tri08317,NA
tri08318,NCT04810637,ClinicalTrials.gov,tri08318,NA
tri08319,NCT04810949,ClinicalTrials.gov,tri08319,NA
tri08320,NCT04811339,ClinicalTrials.gov,tri08320,NA
tri08321,NCT04811352,ClinicalTrials.gov,tri08321,NA
tri08322,NCT04811391,ClinicalTrials.gov,tri08322,NA
tri08323,NCT04811456,ClinicalTrials.gov,tri08323,NA
tri08324,NCT04811859,ClinicalTrials.gov,tri08324,NA
tri08325,NCT04811885,ClinicalTrials.gov,tri08325,NA
tri08326,NCT04812041,ClinicalTrials.gov,tri08326,NA
tri08327,NCT04812184,ClinicalTrials.gov,tri08327,NA
tri08328,NCT04812496,ClinicalTrials.gov,tri08328,NA
tri08329,NCT04813328,ClinicalTrials.gov,tri08329,NA
tri08330,NCT04813471,ClinicalTrials.gov,tri08330,NA
tri08331,NCT04813497,ClinicalTrials.gov,tri08331,NA
tri08332,NCT04813575,ClinicalTrials.gov,tri08332,NA
tri08333,NCT04813692,ClinicalTrials.gov,tri08333,NA
tri08334,NCT04813731,ClinicalTrials.gov,tri08334,NA
tri08335,NCT04813939,ClinicalTrials.gov,tri08335,NA
tri08336,NCT04814914,ClinicalTrials.gov,tri08336,NA
tri08337,NCT04815018,ClinicalTrials.gov,tri08337,NA
tri08338,NCT04815096,ClinicalTrials.gov,tri08338,NA
tri08339,NCT04815109,ClinicalTrials.gov,tri08339,NA
tri08340,NCT04815135,ClinicalTrials.gov,tri08340,NA
tri08341,NCT04815304,ClinicalTrials.gov,tri08341,NA
tri08342,NCT04815759,ClinicalTrials.gov,tri08342,NA
tri08343,NCT04815850,ClinicalTrials.gov,tri08343,NA
tri08344,NCT04816084,ClinicalTrials.gov,tri08344,NA
tri08345,NCT04816630,ClinicalTrials.gov,tri08345,NA
tri08346,NCT04816656,ClinicalTrials.gov,tri08346,NA
tri08347,NCT04816682,ClinicalTrials.gov,tri08347,NA
tri08348,NCT04816760,ClinicalTrials.gov,tri08348,NA
tri08349,NCT04816786,ClinicalTrials.gov,tri08349,NA
tri08350,NCT04816942,ClinicalTrials.gov,tri08350,NA
tri08351,NCT04817332,ClinicalTrials.gov,tri08351,NA
tri08352,NCT04817371,ClinicalTrials.gov,tri08352,NA
tri08353,NCT04817553,ClinicalTrials.gov,tri08353,NA
tri08354,NCT04817657,ClinicalTrials.gov,tri08354,NA
tri08355,NCT04818489,ClinicalTrials.gov,tri08355,NA
tri08356,NCT04818697,ClinicalTrials.gov,tri08356,NA
tri08357,NCT04818801,ClinicalTrials.gov,tri08357,NA
tri08358,NCT04818866,ClinicalTrials.gov,tri08358,NA
tri08359,NCT04819165,ClinicalTrials.gov,tri08359,NA
tri08360,NCT04819282,ClinicalTrials.gov,tri08360,NA
tri08361,NCT04819802,ClinicalTrials.gov,tri08361,NA
tri08362,NCT04820751,ClinicalTrials.gov,tri08362,NA
tri08363,NCT04820803,ClinicalTrials.gov,tri08363,NA
tri08364,NCT04821570,ClinicalTrials.gov,tri08364,NA
tri08365,NCT04821674,ClinicalTrials.gov,tri08365,NA
tri08366,NCT04821908,ClinicalTrials.gov,tri08366,NA
tri08367,NCT04821934,ClinicalTrials.gov,tri08367,NA
tri08368,NCT04821973,ClinicalTrials.gov,tri08368,NA
tri08369,NCT04822012,ClinicalTrials.gov,tri08369,NA
tri08370,NCT04822285,ClinicalTrials.gov,tri08370,NA
tri08371,NCT04822402,ClinicalTrials.gov,tri08371,NA
tri08372,NCT04822818,ClinicalTrials.gov,tri08372,NA
tri08373,NCT04823182,ClinicalTrials.gov,tri08373,NA
tri08374,NCT04823234,ClinicalTrials.gov,tri08374,NA
tri08375,NCT04823351,ClinicalTrials.gov,tri08375,NA
tri08376,NCT04824222,ClinicalTrials.gov,tri08376,NA
tri08376,EUCTR2020-003915-84,EudraCT,tri08376,FALSE
tri08377,NCT04824313,ClinicalTrials.gov,tri08377,NA
tri08378,NCT04824391,ClinicalTrials.gov,tri08378,NA
tri08379,NCT04824495,ClinicalTrials.gov,tri08379,NA
tri08380,NCT04824638,ClinicalTrials.gov,tri08380,NA
tri08381,NCT04824651,ClinicalTrials.gov,tri08381,NA
tri08382,NCT04824664,ClinicalTrials.gov,tri08382,NA
tri08383,NCT04824677,ClinicalTrials.gov,tri08383,NA
tri08384,NCT04825093,ClinicalTrials.gov,tri08384,NA
tri08385,NCT04826367,ClinicalTrials.gov,tri08385,NA
tri08386,NCT04826731,ClinicalTrials.gov,tri08386,NA
tri08387,NCT04826770,ClinicalTrials.gov,tri08387,NA
tri08388,NCT04826822,ClinicalTrials.gov,tri08388,NA
tri08389,NCT04827160,ClinicalTrials.gov,tri08389,NA
tri08390,NCT04828148,ClinicalTrials.gov,tri08390,NA
tri08391,NCT04828161,ClinicalTrials.gov,tri08391,NA
tri08391,EUCTR2021-000890-10,EudraCT,tri08391,NA
tri08392,NCT04828460,ClinicalTrials.gov,tri08392,NA
tri08393,NCT04828538,ClinicalTrials.gov,tri08393,NA
tri08394,NCT04828564,ClinicalTrials.gov,tri08394,NA
tri08395,NCT04828629,ClinicalTrials.gov,tri08395,NA
tri08396,NCT04828668,ClinicalTrials.gov,tri08396,NA
tri08397,NCT04828772,ClinicalTrials.gov,tri08397,NA
tri08398,NCT04828915,ClinicalTrials.gov,tri08398,NA
tri08399,NCT04829188,ClinicalTrials.gov,tri08399,NA
tri08400,NCT04829552,ClinicalTrials.gov,tri08400,NA
tri08401,NCT04830020,ClinicalTrials.gov,tri08401,NA
tri08402,NCT04830046,ClinicalTrials.gov,tri08402,NA
tri08403,NCT04830800,ClinicalTrials.gov,tri08403,NA
tri08404,NCT04830943,ClinicalTrials.gov,tri08404,NA
tri08405,NCT04831853,ClinicalTrials.gov,tri08405,NA
tri08406,NCT04832828,ClinicalTrials.gov,tri08406,NA
tri08407,NCT04832867,ClinicalTrials.gov,tri08407,NA
tri08408,NCT04832880,ClinicalTrials.gov,tri08408,NA
tri08409,NCT04833010,ClinicalTrials.gov,tri08409,NA
tri08410,NCT04834102,ClinicalTrials.gov,tri08410,NA
tri08411,NCT04834115,ClinicalTrials.gov,tri08411,NA
tri08412,NCT04834375,ClinicalTrials.gov,tri08412,NA
tri08413,NCT04834401,ClinicalTrials.gov,tri08413,NA
tri08414,ACTRN12621000387820,ANZCTR,tri08414,NA
tri08415,ACTRN12621000347864,ANZCTR,tri08415,NA
tri08416,ISRCTN14081521,ISRCTN,tri08416,NA
tri08416,EUCTR2020-005864-77,EudraCT,tri08416,FALSE
tri08418,ISRCTN21085622,ISRCTN,tri08418,NA
tri08419,ISRCTN70307341,ISRCTN,tri08419,NA
tri08420,ISRCTN17441953,ISRCTN,tri08420,NA
tri08421,ISRCTN17846723,ISRCTN,tri08421,NA
tri08423,ISRCTN17354061,ISRCTN,tri08423,NA
tri08424,ISRCTN55371988,ISRCTN,tri08424,NA
tri09392,ISRCTN85436698,ISRCTN,tri08425; tri09392,NA
tri08427,ISRCTN91064601,ISRCTN,tri08427,NA
tri08428,ISRCTN14966097,ISRCTN,tri08428,NA
tri08429,ChiCTR2100043018,ChiCTR,tri08429,NA
tri08430,ChiCTR2100043012,ChiCTR,tri08430,NA
tri08431,ChiCTR2100042192,ChiCTR,tri08431,NA
tri08432,ChiCTR2100042177,ChiCTR,tri08432,NA
tri08433,ChiCTR2100042150,ChiCTR,tri08433,NA
tri08434,ChiCTR2100042069,ChiCTR,tri08434,NA
tri08435,ChiCTR2100042068,ChiCTR,tri08435,NA
tri08436,ChiCTR2100042066,ChiCTR,tri08436,NA
tri08437,ChiCTR2100042004,ChiCTR,tri08437,NA
tri08438,ChiCTR2100042003,ChiCTR,tri08438,NA
tri08439,ChiCTR2000040847,ChiCTR,tri08439,NA
tri08440,ChiCTR2000040770,ChiCTR,tri08440,NA
tri08441,ChiCTR2000040765,ChiCTR,tri08441,NA
tri09405,EUCTR2020-005827-35,EudraCT,tri08442; tri09405,NA
tri08443,EUCTR2021-000880-63,EudraCT,tri08443,NA
tri08444,EUCTR2021-000905-26,EudraCT,tri08444,NA
tri08445,EUCTR2021-000864-32,EudraCT,tri08445,NA
tri08446,NCT04329195,ClinicalTrials.gov,tri08446,NA
tri08447,NCT04667923,ClinicalTrials.gov,tri08447,NA
tri08448,NCT04668196,ClinicalTrials.gov,tri08448,NA
tri08449,NCT04669925,ClinicalTrials.gov,tri08449,NA
tri08450,NCT04670003,ClinicalTrials.gov,tri08450,NA
tri08451,NCT04681365,ClinicalTrials.gov,tri08451,NA
tri08452,NCT04682548,ClinicalTrials.gov,tri08452,NA
tri08453,NCT04685447,ClinicalTrials.gov,tri08453,NA
tri08454,NCT04686734,ClinicalTrials.gov,tri08454,NA
tri08455,NCT04688372,ClinicalTrials.gov,tri08455,NA
tri08456,NCT04710199,ClinicalTrials.gov,tri08456,NA
tri08457,NCT04716426,ClinicalTrials.gov,tri08457,NA
tri08458,NCT04718220,ClinicalTrials.gov,tri08458,NA
tri08459,NCT04720235,ClinicalTrials.gov,tri08459,NA
tri08460,NCT04732468,ClinicalTrials.gov,tri08460,NA
tri08461,NCT04734561,ClinicalTrials.gov,tri08461,NA
tri08462,NCT04734860,ClinicalTrials.gov,tri08462,NA
tri08463,NCT04736004,ClinicalTrials.gov,tri08463,NA
tri08464,NCT04747821,ClinicalTrials.gov,tri08464,NA
tri08465,NCT04748783,ClinicalTrials.gov,tri08465,NA
tri08466,NCT04751669,ClinicalTrials.gov,tri08466,NA
tri08467,NCT04761107,ClinicalTrials.gov,tri08467,NA
tri08468,NCT04762173,ClinicalTrials.gov,tri08468,NA
tri08469,NCT04762771,ClinicalTrials.gov,tri08469,NA
tri08470,NCT04771351,ClinicalTrials.gov,tri08470,NA
tri08471,NCT04781218,ClinicalTrials.gov,tri08471,NA
tri08472,NCT04789499,ClinicalTrials.gov,tri08472,NA
tri08473,NCT04791423,ClinicalTrials.gov,tri08473,NA
tri08474,NCT04794036,ClinicalTrials.gov,tri08474,NA
tri08475,NCT04796402,ClinicalTrials.gov,tri08475,NA
tri08476,NCT04798053,ClinicalTrials.gov,tri08476,NA
tri08477,NCT04800133,ClinicalTrials.gov,tri08477,NA
tri08478,NCT04800939,ClinicalTrials.gov,tri08478,NA
tri08479,NCT04808921,ClinicalTrials.gov,tri08479,NA
tri08480,NCT04810065,ClinicalTrials.gov,tri08480,NA
tri08481,NCT04815057,ClinicalTrials.gov,tri08481,NA
tri08482,NCT04817280,ClinicalTrials.gov,tri08482,NA
tri08483,NCT04817397,ClinicalTrials.gov,tri08483,NA
tri08484,NCT04818281,ClinicalTrials.gov,tri08484,NA
tri08485,NCT04818853,ClinicalTrials.gov,tri08485,NA
tri08486,NCT04830683,ClinicalTrials.gov,tri08486,NA
tri08487,NCT04830761,ClinicalTrials.gov,tri08487,NA
tri08488,NCT04832945,ClinicalTrials.gov,tri08488,NA
tri08489,NCT04833088,ClinicalTrials.gov,tri08489,NA
tri08490,NCT04834089,ClinicalTrials.gov,tri08490,NA
tri08491,NCT04834128,ClinicalTrials.gov,tri08491,NA
tri08492,NCT04834739,ClinicalTrials.gov,tri08492,NA
tri08493,NCT04834752,ClinicalTrials.gov,tri08493,NA
tri08494,NCT04834856,ClinicalTrials.gov,tri08494,NA
tri08494,EUCTR2021-000365-33,EudraCT,tri08494; tri08612,NA
tri08495,NCT04834882,ClinicalTrials.gov,tri08495,NA
tri08496,NCT04834934,ClinicalTrials.gov,tri08496,NA
tri08497,NCT04834947,ClinicalTrials.gov,tri08497,NA
tri08498,NCT04836039,ClinicalTrials.gov,tri08498,NA
tri08499,NCT04836052,ClinicalTrials.gov,tri08499,NA
tri08500,NCT04836065,ClinicalTrials.gov,tri08500,NA
tri08501,NCT04836260,ClinicalTrials.gov,tri08501,NA
tri08502,NCT04836299,ClinicalTrials.gov,tri08502,NA
tri08503,NCT04836351,ClinicalTrials.gov,tri08503,NA
tri08504,NCT04836754,ClinicalTrials.gov,tri08504,NA
tri08505,EUCTR2021-001028-16,EudraCT,tri08505,NA
tri08505,NCT04836780,ClinicalTrials.gov,tri08505,NA
tri08506,NCT04837755,ClinicalTrials.gov,tri08506,NA
tri08507,NCT04838080,ClinicalTrials.gov,tri08507,NA
tri08508,NCT04838093,ClinicalTrials.gov,tri08508,NA
tri08509,NCT04838106,ClinicalTrials.gov,tri08509,NA
tri08510,NCT04838834,ClinicalTrials.gov,tri08510,NA
tri08511,NCT04838847,ClinicalTrials.gov,tri08511,NA
tri08511,EUCTR2020-005064-54,EudraCT,tri08511,FALSE
tri08512,NCT04839068,ClinicalTrials.gov,tri08512,NA
tri08513,NCT04839094,ClinicalTrials.gov,tri08513,NA
tri08514,NCT04839315,ClinicalTrials.gov,tri08514,NA
tri08515,NCT04839913,ClinicalTrials.gov,tri08515,NA
tri08516,NCT04840082,ClinicalTrials.gov,tri08516,NA
tri08517,NCT04840459,ClinicalTrials.gov,tri08517,NA
tri08518,NCT04840953,ClinicalTrials.gov,tri08518,NA
tri08519,NCT04840992,ClinicalTrials.gov,tri08519,NA
tri08520,NCT04841681,ClinicalTrials.gov,tri08520,NA
tri08521,NCT04842708,ClinicalTrials.gov,tri08521,NA
tri08522,NCT04842734,ClinicalTrials.gov,tri08522,NA
tri08523,NCT04843878,ClinicalTrials.gov,tri08523,NA
tri08524,ACTRN12621000420842,ANZCTR,tri08524,NA
tri08525,ISRCTN17472338,ISRCTN,tri08525,NA
tri08526,ISRCTN72605600,ISRCTN,tri08526,NA
tri08527,ISRCTN10182320,ISRCTN,tri08527,NA
tri08528,ISRCTN51046126,ISRCTN,tri08528,NA
tri08529,ISRCTN76339681,ISRCTN,tri08529,NA
tri08530,ISRCTN15644757,ISRCTN,tri08530,NA
tri08531,ChiCTR2100042356,ChiCTR,tri08531,NA
tri08532,ChiCTR2100042315,ChiCTR,tri08532,NA
tri08533,ChiCTR2100042314,ChiCTR,tri08533,NA
tri08534,ChiCTR2100042222,ChiCTR,tri08534,NA
tri08535,NCT04678830,ClinicalTrials.gov,tri08535,NA
tri08536,NCT04685655,ClinicalTrials.gov,tri08536,NA
tri08537,NCT04711863,ClinicalTrials.gov,tri08537,NA
tri08538,NCT04716907,ClinicalTrials.gov,tri08538,NA
tri08539,NCT04737161,ClinicalTrials.gov,tri08539,NA
tri08540,NCT04743011,ClinicalTrials.gov,tri08540,NA
tri08541,NCT04751474,ClinicalTrials.gov,tri08541,NA
tri08542,NCT04773665,ClinicalTrials.gov,tri08542,NA
tri08543,NCT04780555,ClinicalTrials.gov,tri08543,NA
tri08544,NCT04800224,ClinicalTrials.gov,tri08544,NA
tri08545,NCT04800731,ClinicalTrials.gov,tri08545,NA
tri08546,NCT04810728,ClinicalTrials.gov,tri08546,NA
tri08547,NCT04817293,ClinicalTrials.gov,tri08547,NA
tri08548,NCT04818463,ClinicalTrials.gov,tri08548,NA
tri08549,NCT04824625,ClinicalTrials.gov,tri08549,NA
tri08550,NCT04828902,ClinicalTrials.gov,tri08550,NA
tri08551,NCT04830774,ClinicalTrials.gov,tri08551,NA
tri08552,NCT04832022,ClinicalTrials.gov,tri08552,NA
tri08553,NCT04834908,ClinicalTrials.gov,tri08553,NA
tri08554,NCT04837651,ClinicalTrials.gov,tri08554,NA
tri08555,NCT04838795,ClinicalTrials.gov,tri08555,NA
tri08556,NCT04839146,ClinicalTrials.gov,tri08556,NA
tri08557,NCT04840940,ClinicalTrials.gov,tri08557,NA
tri08558,NCT04840966,ClinicalTrials.gov,tri08558,NA
tri08559,NCT04842305,ClinicalTrials.gov,tri08559,NA
tri08560,NCT04843917,ClinicalTrials.gov,tri08560,NA
tri08561,NCT04844268,ClinicalTrials.gov,tri08561,NA
tri08562,NCT04844346,ClinicalTrials.gov,tri08562,NA
tri08563,NCT04844541,ClinicalTrials.gov,tri08563,NA
tri08564,NCT04844554,ClinicalTrials.gov,tri08564,NA
tri08565,NCT04844567,ClinicalTrials.gov,tri08565,NA
tri08566,NCT04844632,ClinicalTrials.gov,tri08566,NA
tri08567,NCT04844658,ClinicalTrials.gov,tri08567,NA
tri08568,NCT04844710,ClinicalTrials.gov,tri08568,NA
tri08569,NCT04845048,ClinicalTrials.gov,tri08569,NA
tri08570,NCT04845880,ClinicalTrials.gov,tri08570,NA
tri08571,NCT04845971,ClinicalTrials.gov,tri08571,NA
tri08572,NCT04845984,ClinicalTrials.gov,tri08572,NA
tri08573,NCT04845997,ClinicalTrials.gov,tri08573,NA
tri08574,NCT04846790,ClinicalTrials.gov,tri08574,NA
tri08575,NCT04846907,ClinicalTrials.gov,tri08575,NA
tri08576,NCT04847349,ClinicalTrials.gov,tri08576,NA
tri08577,NCT04847362,ClinicalTrials.gov,tri08577,NA
tri08578,NCT04847375,ClinicalTrials.gov,tri08578,NA
tri08579,NCT04847518,ClinicalTrials.gov,tri08579,NA
tri08580,NCT04847544,ClinicalTrials.gov,tri08580,NA
tri08581,NCT04847622,ClinicalTrials.gov,tri08581,NA
tri08582,NCT04847661,ClinicalTrials.gov,tri08582,NA
tri08583,NCT04847687,ClinicalTrials.gov,tri08583,NA
tri08584,NCT04847791,ClinicalTrials.gov,tri08584,NA
